ArticleID,Title,PublishedDate,Source,URL,Summary,IngestedAt
38227,Journey to the Center of the Virgo Cluster,2026-06-03T15:48:44Z,NASA,https://www.nasa.gov/image-article/journey-to-the-center-of-the-virgo-cluster/,"The focus of this NASA/ESA Hubble Space Telescope image released on May 29, 2026, is an active spiral galaxy on a journey lasting hundreds of millions of years. The galaxy Messier 88 (M88), also known as NGC 4501, is located about 63 million light-years away in the constellation Coma Berenices (Berenice’s Hair). M88 is an active galaxy, which means that its center harbors […]",2026-06-04T11:58:30.915820
38226,"Electronics manufacturer Murata to explore Xona satellite timing service for telecom, data centers",2026-06-03T15:19:56Z,SpaceNews,https://spacenews.com/electronics-manufacturer-murata-to-explore-xona-satellite-timing-service-for-telecom-data-centers/,"Xona is developing a low Earth orbit network to provide backup to GPS-dependent systems The post Electronics manufacturer Murata to explore Xona satellite timing service for telecom, data centers appeared first on SpaceNews.",2026-06-04T11:58:30.932240
38225,Venturi Space to Build €250M Lunar and Martian Rover Factory in Toulouse,2026-06-03T14:12:47Z,European Spaceflight,https://europeanspaceflight.com/venturi-space-to-build-e250m-lunar-and-martian-rover-factory-in-toulouse/,"Monaco-based space technology company Venturi Space has announced plans to increase its investment in the construction of its new Toulouse facility by €150 million. Founded by billionaire Gildo Pastor in 2020, Venturi Space manufactures technology for lunar and Martian mobility solutions. In January 2026, during a meeting organised by the Association of Professional Aeronautics and […] The post Venturi Space to Build €250M Lunar and Martian Rover Factory in Toulouse appeared first on European Spaceflight.",2026-06-04T11:58:30.941488
38224,NASA Drains 66-Million-Gallon Reservoir to Upgrade Critical Water System,2026-06-03T13:50:10Z,NASA,https://www.nasa.gov/centers-and-facilities/stennis/reservoir-drained-to-upgrade-water-system/,"A powerful but mostly unseen water system at work during rocket engine tests at NASA’s Stennis Space Center near Bay St. Louis, Mississippi, underwent an upgrade in May. Crews brought the High Pressure Industrial Water Facility’s 66-million-gallon reservoir to its lowest level since construction in the 1960s by pumping out about 40 million gallons of […]",2026-06-04T11:58:30.949899
38223,"NASA Says Farewell to MAVEN Mars Mission, Hosts Media Call Today",2026-06-03T13:12:05Z,NASA,https://www.nasa.gov/news-release/nasa-says-farewell-to-maven-mars-mission-hosts-media-call-today/,"The first mission devoted to observing the Martian atmosphere and its evolution, NASA’s MAVEN (Mars Atmosphere and Volatile Evolution), has ended after more than 11 years in orbit at Mars and a decade beyond its primary, one-year mission. The spacecraft was heard last on Dec. 6, when it experienced an unexpected loss of signal after […]",2026-06-04T11:58:30.957901
38222,Europe is rearming together — except in space,2026-06-03T13:00:00Z,SpaceNews,https://spacenews.com/europe-is-rearming-together-except-in-space/,"Europe is rapidly rewriting its security architecture. Faced with Russian aggression, mounting doubts about long-term American commitment and growing pressure to shoulder more of its own defense burden, European states […] The post Europe is rearming together — except in space appeared first on SpaceNews.",2026-06-04T11:58:30.968202
38221,Muon Space unveils Starship-class satellite platform for orbital data centers,2026-06-03T11:39:41Z,SpaceNews,https://spacenews.com/muon-space-unveils-starship-class-satellite-platform-for-orbital-data-centers/,"Muon Space announced a Starship-class satellite platform June 3 designed from the ground up to meet the demands of the emerging orbital data center market, with an initial launch slated for 2028 after securing customers. The post Muon Space unveils Starship-class satellite platform for orbital data centers appeared first on SpaceNews.",2026-06-04T11:58:30.977234
38220,Blue Origin seeks to resume New Glenn launches by year’s end,2026-06-03T10:39:28Z,SpaceNews,https://spacenews.com/blue-origin-seeks-to-resume-new-glenn-launches-by-years-end/,"Blue Origin’s CEO says damage to its New Glenn launch pad is not as bad as feared and the rocket could return to flight by the end of the year. The post Blue Origin seeks to resume New Glenn launches by year’s end appeared first on SpaceNews.",2026-06-04T11:58:30.977234
38219,How long will it take to rebuild Blue Origin's launch pad? We asked some SpaceX vets.,2026-06-03T10:00:07Z,Arstechnica,https://arstechnica.com/space/2026/06/how-long-will-it-take-to-rebuild-blue-origins-launch-pad-we-asked-some-spacex-vets/,"""Everyone is in a place where it’s no fun to be there.""",2026-06-04T11:58:30.985234
38218,SSC Space Launches Red Kite-Powered Sounding Rocket Carrying 12 Experiments,2026-06-03T07:21:52Z,European Spaceflight,https://europeanspaceflight.com/ssc-space-launches-red-kite-powered-sounding-rocket-carrying-12-experiments/,"SSC Space launched its SubOrbital Express-5 mission on 31 May from the Esrange Space Centre in northern Sweden. The rocket carried 12 individual experiments, one of which examined the effects of microgravity on red hair samples from a Swedish influencer. The 13-metre-tall sounding rocket used for the mission was powered by Red Kite rocket motors […] The post SSC Space Launches Red Kite-Powered Sounding Rocket Carrying 12 Experiments appeared first on European Spaceflight.",2026-06-04T11:58:31.001236
38217,Typhoon Jangmi,2026-06-03T04:00:00Z,NASA,https://science.nasa.gov/earth/earth-observatory/typhoon-jangmi/,The sprawling storm promised to deliver torrential rain across a wide swath of southern Japan.,2026-06-04T11:58:32.849708
38216,Live coverage: SpaceX to launch 24 Starlink satellites on Falcon 9 rocket from Vandenberg,2026-06-03T01:39:54Z,Spaceflight Now,https://spaceflightnow.com/2026/06/03/live-coverage-spacex-to-launch-24-starlink-satellites-on-falcon-9-rocket-from-vandenberg-3/,The Starlink 17-47 mission will see SpaceX attempt its 200th landing on the drone ship called ‘Of Course I Still Love You.’ Liftoff from pad 4E at Vandenberg Space Force Base is scheduled for 7:36 a.m. PDT (10:36 a.m. EDT / 1436 UTC).,2026-06-04T11:58:32.865089
38215,Blue Origin vows to resume New Glenn flights by year’s end,2026-06-03T01:23:32Z,Spaceflight Now,https://spaceflightnow.com/2026/06/03/blue-origin-vows-to-resume-new-glenn-flights-by-years-end/,"Blue Origin CEO Dave Limp, in an overnight post on the social media platform X, said propellant tanks  at launch pad 36 at the Cape Canaveral Space Force Station made it through the blast in good shape, as did a nearby processing hangar. The main support gantry, while damaged, can be repaired in place.",2026-06-04T11:58:32.880713
38214,"Blue Origin initiates LC-36 recovery, targets RTF by end of 2026",2026-06-03T01:16:06Z,NASASpaceflight,https://www.nasaspaceflight.com/2026/06/blue-lc-36-recovery-rtf-end-2026/,"Blue Origin has wasted no time launching inspection, repair, and reconstruction activities at Launch Complex-36… The post Blue Origin initiates LC-36 recovery, targets RTF by end of 2026 appeared first on NASASpaceFlight.com.",2026-06-04T11:58:32.896336
38213,Live coverage: SpaceX to launch 29 Starlink satellites on Falcon 9 rocket from Cape Canaveral,2026-06-03T01:09:18Z,Spaceflight Now,https://spaceflightnow.com/2026/06/03/live-coverage-spacex-to-launch-29-starlink-satellites-on-falcon-9-rocket-from-cape-canaveral-15/,The Starlink 10-43 mission will fly on a Falcon 9 rocket heading on a north-easterly trajectory. Liftoff from pad 40 at Cape Canaveral Space Force Station is scheduled for 6:11 a.m. EDT (1011 UTC).,2026-06-04T11:58:32.904314
38212,NASA Sets Launch Date for Roman Space Telescope,2026-06-03T00:47:59Z,SpacePolicyOnline.com,https://spacepolicyonline.com/news/nasa-sets-launch-date-for-roman-space-telescope/,"NASA is moving up the launch date for the Nancy Grace Roman Space Telescope.  In April, the agency said it would lift off in early September, but NASA Administrator Jared […]",2026-06-04T11:58:32.915257
38211,"NRO nominee says commercial space, AI are reshaping spy satellite agency",2026-06-02T22:22:44Z,SpaceNews,https://spacenews.com/nro-nominee-says-commercial-space-ai-are-reshaping-spy-satellite-agency/,"In a confirmation hearing, Roger Mason said clear government demand signals are needed as private investment transforms the space intelligence market The post NRO nominee says commercial space, AI are reshaping spy satellite agency appeared first on SpaceNews.",2026-06-04T11:58:32.923257
38210,NASA Space Roboticist Challenge,2026-06-02T20:56:53Z,NASA,https://www.nasa.gov/directorates/stmd/prizes-challenges-crowdsourcing-program/center-of-excellence-for-collaborative-innovation-coeci/nasa-space-roboticist-challenge/,"The Fly Foundational Robots (FFR) mission will launch a robotic arm, with seven degrees of freedom, to low Earth orbit. NASA is opening access to the robotic arm to a select group of U.S. researchers — principal investigators, post-doctoral researchers, professors, and highly qualified graduate students — who have a compelling experiment and the capability […]",2026-06-04T11:58:32.935421
38209,Look Up!,2026-06-02T16:06:20Z,NASA,https://www.nasa.gov/image-article/look-up/,"Astronauts Sophie Adenot of ESA (European Space Agency) and Jack Hathaway of NASA, both Expedition 74 flight engineers, look out a window in the cupola, monitoring the automated approach and docking of the SpaceX Dragon cargo spacecraft to the International Space Station on May 17, 2026. The orbital outpost was soaring 259 miles above the […]",2026-06-04T11:58:32.948666
38208,"Global SSA Market to Reach $61B as Governments Prioritize Space Security, Resilience, and Orbital Safety",2026-06-02T15:11:48Z,SpaceNews,https://spacenews.com/global-ssa-market-to-reach-61b-as-governments-prioritize-space-security-resilience-and-orbital-safety/,"Paris, France – May 2026 – The 2nd edition of Novaspace’s Space Situational Awareness (SSA) report points to a pivotal decade ahead, with cumulative global spending projected to reach $61 […] The post Global SSA Market to Reach $61B as Governments Prioritize Space Security, Resilience, and Orbital Safety appeared first on SpaceNews.",2026-06-04T11:58:35.319367
38207,"Blue Origin vows to fly its New Glenn rocket ""before the end of this year""",2026-06-02T15:16:13Z,Arstechnica,https://arstechnica.com/space/2026/06/blue-origin-vows-to-fly-its-new-glenn-rocket-before-the-end-of-this-year/,"""The propellant farm, oxygen, liquid hydrogen, and LNG tanks are all in good shape.""",2026-06-04T11:58:32.956665
38206,NASA Testing Wastewater Treatment Facility for Future Moon Base,2026-06-02T14:31:18Z,NASA,https://www.nasa.gov/centers-and-facilities/kennedy/nasa-testing-wastewater-treatment-facility-for-future-moon-base/,A mobile wastewater treatment system built at NASA’s Kennedy Space Center in Florida that can help prepare for long-duration missions on the Moon and Mars departed the spaceport and arrived at the University of North Dakota in Grand Forks. Graduate students at the university will test the technology under conditions designed to closely mimic the […],2026-06-04T11:58:35.335209
38205,Be a Clump Scout and Help Reveal Secrets of Stellar Nurseries,2026-06-02T13:19:54Z,NASA,https://science.nasa.gov/get-involved/citizen-science/help-galaxy-zoo-clump-scout-ii-project/,"Help identify star-forming clumps in galaxy images, and help train machines to do the same.",2026-06-04T11:58:35.339099
38204,The importance of determining an equilibrium state for space traffic management,2026-06-02T13:00:00Z,SpaceNews,https://spacenews.com/the-importance-of-determining-an-equilibrium-state-for-space-traffic-management/,The rapid expansion of human and robotic activity in low Earth orbit makes critically important the need to implement effective space traffic management (STM). This will be one of the […] The post The importance of determining an equilibrium state for space traffic management appeared first on SpaceNews.,2026-06-04T11:58:35.356858
38203,UK explores Vast space station mission for astronaut with physical disability,2026-06-02T12:25:40Z,SpaceNews,https://spacenews.com/uk-explores-vast-space-station-mission-for-astronaut-with-physical-disability/,The U.K. government is exploring sending British astronaut John McFall to Vast’s planned Haven-1 space station in a mission it says could make him the first person with a physical disability to live in orbit. The post UK explores Vast space station mission for astronaut with physical disability appeared first on SpaceNews.,2026-06-04T11:58:35.364859
38202,Impulse Space raises $500 million,2026-06-02T12:11:05Z,SpaceNews,https://spacenews.com/impulse-space-raises-500-million/,Impulse Space has raised $500 million to expand production of orbital transfer vehicles and other spacecraft to support growing commercial and government demand. The post Impulse Space raises $500 million appeared first on SpaceNews.,2026-06-04T11:58:35.383052
38201,Impulse Space raises $500 million as orbital maneuvering race heats up,2026-06-02T12:00:54Z,Arstechnica,https://arstechnica.com/space/2026/06/impulse-space-raises-500-million-as-orbital-maneuvering-race-heats-up/,"""The market's going to continue to find exciting new things.""",2026-06-04T11:58:35.383052
38200,Voyager to acquire lunar lander developer Astrobotic,2026-06-02T11:54:21Z,SpaceNews,https://spacenews.com/voyager-to-acquire-lunar-lander-developer-astrobotic/,"Voyager Technologies will acquire Astrobotic, a company developing lunar landers and reusable suborbital vehicles, in a deal worth up to $300 million. The post Voyager to acquire lunar lander developer Astrobotic appeared first on SpaceNews.",2026-06-04T11:58:35.398491
38199,Researchers call for regulations to protect low Earth orbit environment,2026-06-02T11:00:00Z,SpaceNews,https://spacenews.com/researchers-call-for-regulations-to-protect-low-earth-orbit-environment/,"BOULDER, Colorado — Researchers are calling for increased attention and better protection against the rising introduction of exotic materials into Earth’s atmosphere from satellite and space hardware re-entry, especially in […] The post Researchers call for regulations to protect low Earth orbit environment appeared first on SpaceNews.",2026-06-04T11:58:35.406490
38198,"Spacewalking With Scott Wray, Artemis EVA Training Lead",2026-06-02T09:00:00Z,NASA,https://www.nasa.gov/centers-and-facilities/johnson/spacewalking-with-scott-wray-artemis-eva-training-lead/,"Scott Wray’s experience with spacewalks started when he was about 6 years old. A tent resembling a lunar lander provided the perfect imaginary spacecraft. “I would lie on my back with my feet propped up on a pillow as I imagined going through a launch countdown sequence,” he said. “Then I would exit the tent […]",2026-06-04T11:58:35.422987
38197,ESA joins agreement to strengthen global geodesy supply chain,2026-06-02T08:00:00Z,ESA,https://www.esa.int/Applications/Satellite_navigation/ESA_joins_agreement_to_strengthen_global_geodesy_supply_chain,"In May, the European Space Agency (ESA) joined the Multilateral Memorandum of Understanding of the United Nations Global Geodetic Centre of Excellence (UN-GGCE). This initiative aims to strengthen the global geodesy supply chain and promote international cooperation to produce reliable geodetic products, which are essential for many satellite applications, including positioning, navigation, and timing (PNT) services.",2026-06-04T11:58:37.281035
38196,NASA abandons ‘core module’ concept for commercial space station development,2026-06-02T07:51:59Z,SpaceNews,https://spacenews.com/nasa-abandons-core-module-concept-for-commercial-space-station-development/,"NASA is withdrawing a proposal to revamp its strategy for transitioning from the International Space Station to commercial stations, one that had been criticized by the companies developing such stations. The post NASA abandons ‘core module’ concept for commercial space station development appeared first on SpaceNews.",2026-06-04T11:58:37.289262
38195,Fire’s Footprint on Santa Rosa Island,2026-06-02T04:01:00Z,NASA,https://science.nasa.gov/earth/earth-observatory/fires-footprint-on-santa-rosa-island/,"A wildland fire charred grassland, coastal sage scrub, and chaparral across one-third of the island, the second largest of the Channel Islands.",2026-06-04T11:58:37.304884
38194,France to fly two astronauts on Vast missions,2026-06-02T01:05:03Z,SpaceNews,https://spacenews.com/france-to-fly-two-astronauts-on-vast-missions/,"Commercial space station developer Vast has reached an agreement with the French government to fly two French astronauts on its missions, including the first flight to its Haven-1 space station. The post France to fly two astronauts on Vast missions appeared first on SpaceNews.",2026-06-04T11:58:37.314795
38193,"NASA Agrees with Industry, Keep CLD Program As Is",2026-06-02T00:45:29Z,SpacePolicyOnline.com,https://spacepolicyonline.com/news/nasa-agrees-with-industry-keep-cld-program-as-is/,NASA is backing off its March announcement proposing a significant change to ensuring that at least one commercial space station is ready to replace the International Space Station (ISS) at […],2026-06-04T11:58:37.326946
38192,NASA Awards Modification Contract for Reduced Gravity Test Aircraft,2026-06-01T23:45:59Z,NASA,https://www.nasa.gov/news-release/nasa-awards-modification-contract-for-reduced-gravity-test-aircraft/,"NASA selected Denmar Technical Services of Nevada to provide aircraft modifications, maintenance, and testing services to the Human Spaceflight Mission Directorate at NASA’s Armstrong Flight Research Center in Edwards, California, and Johnson Space Center in Houston. The award is a firm-fixed-price contract and will be time and material for any over and above and unforeseen […]",2026-06-04T11:58:37.331807
38191,Launch Preview: SpaceX and Chinese rockets to launch internet satellites to LEO,2026-06-01T22:05:08Z,NASASpaceflight,https://www.nasaspaceflight.com/2026/06/launch-preview-060126/,"SpaceX and Chinese launches dominate this week’s launch manifest, which features six missions from five… The post Launch Preview: SpaceX and Chinese rockets to launch internet satellites to LEO appeared first on NASASpaceFlight.com.",2026-06-04T11:58:37.331807
38190,NASA Invites Media to See Roman Space Telescope Arrive at Kennedy,2026-06-01T21:22:52Z,NASA,https://www.nasa.gov/news-release/nasa-invites-media-to-see-roman-space-telescope-arrive-at-kennedy/,"Registration is open for media to cover the arrival of NASA’s Nancy Grace Roman Space Telescope at the agency’s Kennedy Space Center in Florida in the coming weeks. The observatory will arrive aboard NASA’s Pegasus barge from NASA’s Goddard Space Flight Center in Greenbelt, Maryland, where teams completed its construction, assembly, and testing. Credentialed media […]",2026-06-04T11:58:37.348588
38189,PLD Space Triples Investment in Launch Facility to €35 Million,2026-06-01T19:06:32Z,European Spaceflight,https://europeanspaceflight.com/pld-space-triples-investment-in-launch-facility-to-e35-million/,"PLD Space has announced that it will invest €35 million in the development of its launch facility at the Guiana Space Centre in French Guiana, more than triple the amount the company initially planned. In June 2024, PLD Space announced that it planned to “make a very efficient 10 million euros investment for the construction […] The post PLD Space Triples Investment in Launch Facility to €35 Million appeared first on European Spaceflight.",2026-06-04T11:58:37.348588
38188,What’s Up: June 2026 Skywatching Tips from NASA,2026-06-01T18:13:46Z,NASA,https://science.nasa.gov/solar-system/whats-up-june-2026-skywatching-tips-from-nasa/,"Venus and Jupiter meet after sunset, the Moon passes in front of Venus, summer begins, and deep-sky treasures rise into view.",2026-06-04T11:58:38.691965
38187,NASA to Conduct Low-Altitude Flights Near Houston,2026-06-01T18:29:50Z,NASA,https://www.nasa.gov/general/nasa-to-conduct-low-altitude-flights-near-houston/,"Five research aircraft will support a Student Airborne Research Program (SARP) mission out of Ellington Field in Houston. Flights are expected from Wednesday, June 3 to Saturday, June 13. During the mission, select maneuvers will be conducted at low altitudes over the Houston area.  Pilots will fly remote sensing payloads in raster patterns, or parallel back-and-forth lines. The instruments flown could help […]",2026-06-04T11:58:37.365266
38186,Op-Ed: Misuse of Commercial Programs Sets NASA Up for Failure,2026-06-01T15:42:10Z,Space Scout,https://www.spacescout.info/2026/06/op-ed-misuse-of-commercial-programs-sets-nasa-up-for-failure/,"Despite Starliner being perhaps the most visible example of a commercial program gone wrong, it is far from unique in its problems.",2026-06-04T11:58:38.708226
38185,Pilot Flight Logs,2026-06-01T15:38:43Z,NASA,https://www.nasa.gov/aeronautics/aeronautics-stem/pilot-flight-logs/,"Pilot Flight Logs Pilot flight logs, which have been around in one form or another since the beginning of flight, have served several purposes. Today, pilot logbooks are used by aviators to provide a record of their flights, including current and accumulated flight time, number and locations of takeoffs and landings, as well as unique […]",2026-06-04T11:58:38.732225
38184,Flight Log—About Pilots,2026-06-01T15:39:35Z,NASA,https://www.nasa.gov/aeronautics/aeronautics-stem/flight-log-about-pilots/,"Introduction From the first glider flight to the first powered flight, aviation pioneers have paved the way for remarkable innovations in flight. At NASA, our pilots conduct research, study wildfires, and support unmanned aircraft missions. In fact, out of the 360 astronauts who have been selected, 191 of them have been pilots!   The History of Pilot Certificates […]",2026-06-04T11:58:38.716225
38183,Webb sniffs methane from interstellar Comet 3I/ATLAS,2026-06-01T15:00:00Z,ESA,https://www.esa.int/ESA_Multimedia/Images/2026/06/Webb_sniffs_methane_from_interstellar_Comet_3I_ATLAS,From the ESA Blogs.,2026-06-04T11:58:38.740225
38182,Northrop Grumman partners with Apex on space-based interceptors for Golden Dome,2026-06-01T14:57:04Z,SpaceNews,https://spacenews.com/northrop-grumman-partners-with-apex-on-space-based-interceptors-for-golden-dome/,The Los Angeles-based startup manufactures standardized satellite buses designed to be produced more quickly and at lower cost than traditional government spacecraft The post Northrop Grumman partners with Apex on space-based interceptors for Golden Dome appeared first on SpaceNews.,2026-06-04T11:58:38.748260
38181,Smile: cleanroom to space,2026-06-01T14:00:00Z,ESA,https://www.esa.int/ESA_Multimedia/Videos/2026/06/Smile_cleanroom_to_space,Smile successfully launched from Europe’s Spaceport in French Guiana on 19 May 2026.,2026-06-04T11:58:38.765162
38180,Pretty in Pink,2026-06-01T14:30:17Z,NASA,https://www.nasa.gov/image-article/pretty-in-pink-2/,"This image of Westerlund 2 released on March 19, 2026, features Chandra X-ray Observatory data (pink) and infrared data from NASA’S James Webb Space Telescope (red, orange, green, cyan, and blue). Scores of gleaming stars ringed in neon pink stretch across the frame, highlighting a cluster where stars are between one and three million years […]",2026-06-04T11:58:38.761876
38179,Spaceport facility bonds are now law – and they fundamentally change space infrastructure finance,2026-06-01T13:00:00Z,SpaceNews,https://spacenews.com/spaceport-facility-bonds-are-now-law-and-they-fundamentally-change-space-infrastructure-finance/,"After more than three decades in public and project finance, I have learned that real inflection points in infrastructure development rarely announce themselves loudly. They usually arrive embedded in financing […] The post Spaceport facility bonds are now law – and they fundamentally change space infrastructure finance appeared first on SpaceNews.",2026-06-04T11:58:38.780554
38178,Gravity Waves From Super Typhoon Sinlaku,2026-06-01T04:01:00Z,NASA,https://science.nasa.gov/earth/earth-observatory/gravity-waves-from-super-typhoon-sinlaku/,Satellites observed striking upper-atmosphere phenomena generated by an intensifying tropical cyclone.,2026-06-04T11:58:40.478693
38177,"China conducts surprise launch of Long March 12B, delivers Qianfan satellites on debut flight",2026-06-01T10:43:39Z,SpaceNews,https://spacenews.com/china-conducts-surprise-launch-of-long-march-12b-delivers-qianfan-satellites-on-debut-flight/,"China conducted the maiden launch of its reusable Long March 12B rocket Monday, providing no advance warning and delivering operational payloads to orbit. The post China conducts surprise launch of Long March 12B, delivers Qianfan satellites on debut flight appeared first on SpaceNews.",2026-06-04T11:58:38.781652
38176,Space science for your heart,2026-06-01T10:18:00Z,ESA,https://www.esa.int/ESA_Multimedia/Images/2026/06/Space_science_for_your_heart,From the ESA Blogs.,2026-06-04T11:58:40.435849
38175,New Glenn failure worsens constrained launch market,2026-06-01T09:46:33Z,SpaceNews,https://spacenews.com/new-glenn-failure-worsens-constrained-launch-market/,"The explosion of a New Glenn rocket has generated reverberations across the space industry with the rocket out of service for potentially a year or more. The post New Glenn failure worsens constrained launch market appeared first on SpaceNews.",2026-06-04T11:58:40.451828
38174,China launches test direct-to-device satellites for multiple projects,2026-06-01T09:37:01Z,SpaceNews,https://spacenews.com/china-launches-test-direct-to-device-satellites-for-multiple-projects/,"China capped a busy month of launches by sending four new satellite internet test satellites into orbit with a workhorse hypergolic rocket. The post China launches test direct-to-device satellites for multiple projects appeared first on SpaceNews.",2026-06-04T11:58:40.471378
38173,Ancient black hole sheds new light on Webb’s Little Red Dots,2026-05-31T23:36:19Z,NASASpaceflight,https://www.nasaspaceflight.com/2026/05/webb-abell2744-qso1/,"Using the joint NASA/European Space Agency/Canadian Space Agency James Webb Space Telescope, an international team… The post Ancient black hole sheds new light on Webb’s Little Red Dots appeared first on NASASpaceFlight.com.",2026-06-04T11:58:40.483103
38172,"What’s Happening in Space Policy May 31-June 6, 2026",2026-05-31T22:02:44Z,SpacePolicyOnline.com,https://spacepolicyonline.com/news/whats-happening-in-space-policy-may-31-june-6-2026/,"Here is SpacePolicyOnline.com’s list of space policy events for the week of May 31-June 6, 2026 and any insight we can offer about them. The Senate and House are in […]",2026-06-04T11:58:40.483103
38171,Italy Turns to Tall Ship to Simulate Stresses of Long-Duration Spaceflight,2026-05-31T14:09:32Z,European Spaceflight,https://europeanspaceflight.com/italy-turns-to-tall-ship-to-simulate-stresses-of-long-duration-spaceflight/,"The Italian Space Agency (ASI) has enlisted students from the country’s Naval Academy aboard a tall ship to examine how the human body responds to the stresses of long-duration spaceflight as part of its ICE-Blue initiative. In 2024, ASI signed an Operational Agreement with the Italian Navy, under which the ICE-BLUE initiative was launched in […] The post Italy Turns to Tall Ship to Simulate Stresses of Long-Duration Spaceflight appeared first on European Spaceflight.",2026-06-04T11:58:40.498064
38170,FAA documents outline SpaceX plans for Starfall reentry vehicles,2026-05-31T09:26:19Z,SpaceNews,https://spacenews.com/faa-documents-outline-spacex-plans-for-starfall-reentry-vehicles/,Federal Aviation Administration documents have provided new details about a SpaceX project to develop and test reentry vehicles that could be used to support in-space manufacturing projects. The post FAA documents outline SpaceX plans for Starfall reentry vehicles appeared first on SpaceNews.,2026-06-04T11:58:40.498064
38169,Blue Origin gets national security launch task order hours before New Glenn explosion,2026-05-30T21:06:37Z,SpaceNews,https://spacenews.com/blue-origin-gets-national-security-launch-task-order-hours-before-new-glenn-explosion/,"U.S. Space Force, National Reconnaissance Office ‘remain committed partners with Blue Origin’ The post Blue Origin gets national security launch task order hours before New Glenn explosion appeared first on SpaceNews.",2026-06-04T11:58:40.511289
